@id,name:cy,name,place,@lat,@lon
27459582,Chwitffordd,Whitford,village,53.2938308,-3.2836270
27459584,Llanelwy,St Asaph,city,53.2575614,-3.4438607
27459585,Y Rhyl,Rhyl,town,53.3207425,-3.4907258
27459588,Bae Colwyn,Colwyn Bay,town,53.2904364,-3.7086755
27459591,Y Waun,Chirk,town,52.9320109,-3.0563860
27581224,Caergybi,Caergybi,town,53.3076493,-4.6316793
27785306,Penygroes,Penygroes,village,53.0544612,-4.2746536
28278485,Llansantffraid Mawr,St Brides Major,village,51.4602719,-3.5937390
28293214,Dyfnant,Dunvant,village,51.6253636,-4.0332917
28293216,Sgeti,Sketty,suburb,51.6185952,-3.9849389
28839914,Y Mwmbwls,Mumbles,village,51.5724057,-3.9943977
29062680,Llanilltud Fawr,Llantwit Major,town,51.4083212,-3.4857779
29087969,Arberth,Narberth,town,51.7980229,-4.7429504
29196187,Trefwrdan,Jordanston,hamlet,51.9570703,-5.0278258
29207883,Nefyn,Nefyn,village,52.9356211,-4.5191695
29208590,Cricieth,Criccieth,town,52.9206106,-4.2332414
29227183,Abermaw,Barmouth,town,52.7210389,-4.0535692
29227485,Y Borth,Borth,town,52.4880991,-4.0508057
29228098,Ceinewydd,New Quay,village,52.2140026,-4.3603208
29228401,Y Ferwig,Y Ferwig,hamlet,52.1152059,-4.6542334
29228550,Llandudoch,St Dogmaels,village,52.0810216,-4.6844618
29228672,Trewyddel,Moylgrove,village,52.0675491,-4.7461965
29228771,Nanhyfer,Nevern,village,52.0258022,-4.7944998
29229146,Eglwys Wen,Whitechurch,hamlet,51.9950506,-4.6939834
29229328,Castell Newydd Emlyn,Newcastle Emlyn,town,52.0388375,-4.4687827
29230362,Capel Uchaf,Upper Chapel,hamlet,52.0545174,-3.4476979
29230843,Y Clas-ar-Wy,Glasbury,village,52.0450395,-3.2032358
29233364,Llanymddyfri,Llandovery,town,51.9954586,-3.7977071
29265998,Niwbwrch,Niwbwrch,village,53.1646747,-4.3612916
29266744,Felindre,Felindre,hamlet,52.0185201,-4.4003894
29269754,Llanbedr Pont Steffan,Lampeter,town,52.1130523,-4.0787610
29269859,Conwy,Conwy,town,53.2811822,-3.8287012
29271063,Y Gelli,Hay on Wye,town,52.0744595,-3.1243132
29271131,Capel Newydd,Capel Newydd / Newchapel,hamlet,52.0255847,-4.5824345
29271134,Llantwyd,Llantood,village,52.0446290,-4.6921828
29271137,Eglwys Wythwr,Monington,village,52.0614363,-4.7215571
29271305,Llanwrtyd,Llanwrtyd Wells,town,52.1044825,-3.6386676
29271414,Castell-paen,Painscastle,hamlet,52.1091957,-3.2214349
29271447,Llanfihangel Dyffryn Arwy,Michaelchurch on Arrow,village,52.1497234,-3.1012925
29271479,Llanfair ym Muallt,Builth Wells,town,52.1493287,-3.4058015
29272158,Llanfair Llythynwg,Gladestry,village,52.1884966,-3.1272155
29272386,Pontnewydd-ar-Wy,Newbridge on Wye,village,52.2144730,-3.4424324
29272533,Ystrad Fflur,Strata Florida,village,52.2751973,-3.8390174
29274633,Llandrindod,Llandrindod,town,52.2405358,-3.3793804
29274635,Llandeglau,Llandegley,village,52.2573796,-3.2643374
29274677,Llanandras,Presteigne,town,52.2724840,-3.0052595
29276053,Trefyclawdd,Knighton,town,52.3442894,-3.0496523
29276143,Cnwclas,Knucklas,village,52.3612430,-3.1005852
29428591,Llanfable,Llanvapley,village,51.8212570,-2.9202800
29428608,Llanwytherin,Llanvetherine,village,51.8503828,-2.9194632
29428623,Llangatwg Lingoed,Llangattock Lingoed,village,51.8759778,-2.9301300
29429928,Llandeilo Gresynni,Llantilio Crossenny,village,51.8290613,-2.8782604
29429966,Rhaglan,Raglan,village,51.7650543,-2.8540602
29487099,Tredynog,Tredunnock,village,51.6485558,-2.8986452
29487100,Llantrisaint Fawr,Llantrisant,village,51.6677208,-2.8824018
29487147,Llangybi,Llangibby,village,51.6657166,-2.9081323
29487825,Llandenni,Llandenny,village,51.7305558,-2.8474998
29487826,Brynbuga,Usk,town,51.7045076,-2.9026437
29488337,Llanfarthyn,Llanmartin,village,51.6002803,-2.8760288
29488412,Llangadwaladr Trefesgob,Bishton,village,51.5844373,-2.8799191
29498938,Magwyr,Magor,village,51.5801226,-2.8307554
29498939,Gwndy,Undy,village,51.5784150,-2.8137776
29498960,Llanfaches,Llanvaches,village,51.6222221,-2.8198574
29499058,Llanddingad,Dingestow,village,51.7875306,-2.7886780
29499109,Ynysgynwraidd,Skenfrith,village,51.8775609,-2.7897280
29499748,Llanoronwy,Rockfield,village,51.8314020,-2.7527542
29499774,Llandydiwg,Dixton,village,51.8196415,-2.6997244
29628460,Dinbych,Denbigh,town,53.1853776,-3.4178289
29724415,Begeildy,Beguildy,village,52.4093638,-3.1855582
29730713,Penffordd Las,Staylittle,hamlet,52.5153501,-3.6405200
29731450,Ffwrnais,Ffwrnais - Furnace,village,52.5381781,-3.9405658
29731718,Trefaldwyn,Montgomery,town,52.5608721,-3.1477385
29731765,Aberriw,Aberriw,village,52.5994717,-3.2009082
29731817,Ffordun,Forden,hamlet,52.6005245,-3.1437961
29739196,Castell Caereinion,Castle Caereinion,village,52.6401999,-3.2381151
29739290,Y Trallwng,Welshpool,town,52.6600742,-3.1474212
29747505,Crugion,Criggion,village,52.7288592,-3.0525376
29748267,Aber Cywarch,Aber Cowarch,hamlet,52.7285377,-3.6746187
29761584,Y Bala,Bala,town,52.9112205,-3.5994700
29778732,Blaenau Ffestiniog,Blaenau Ffestiniog,town,52.9957103,-3.9363166
29779763,Rhiwabon,Ruabon,village,52.9871312,-3.0414969
29779771,Erbistog,Erbistock,village,52.9684995,-2.9665061
29783573,Cemais,Cemmaes,village,52.6395941,-3.7141695
29797813,Casnewydd Bach,Little Newcastle,village,51.9220981,-4.9390207
30794993,Aberdyfi,Aberdyfi,village,52.5451248,-4.0533624
30808290,Crug Hywel,Crickhowell,town,51.8591120,-3.1383550
30808923,Llanddewi Nant Honddu,Llanthony,village,51.9426050,-3.0385008
30809812,Llangors,Llangorse,village,51.9410805,-3.2576851
30809965,Tal-y-bont ar Wysg,Talybont on Usk,village,51.8959365,-3.2877765
32011588,Creseli,Cresselly,village,51.7225186,-4.8033701
32328036,Talwrn Green,Tallarn Green,village,52.9911426,-2.8249031
32639726,Rhydaman,Ammanford,town,51.7926317,-3.9887731
32827509,Porthaethwy,Porthaethwy / Menai Bridge,town,53.2259347,-4.1631064
33966726,Llanhuadain,Llawhaden,village,51.8210540,-4.8056087
38261077,Tre-gŵyr,Gowerton,village,51.6481354,-4.0412235
54005197,Rhuthun,Rhuthun,town,53.1115513,-3.3052405
60171069,Solfach,Solva,village,51.8735554,-5.1979167
68776780,Llandeilo Ferwallt,Bishopston,village,51.5785703,-4.0531985
69287057,Cwmbrân,Cwmbran,town,51.6513456,-3.0276774
73075179,Hendy-gwyn,Whitland,town,51.8192789,-4.6145305
83764957,Aberhonddu,Brecon,town,51.9472577,-3.3916531
89026129,Castell-nedd,Neath,town,51.6628422,-3.8039117
89027331,Resolfen,Resolven,village,51.7110541,-3.6955499
89034091,Glyn-nedd,Glyn-neath,town,51.7484124,-3.6169296
89047311,Tonnau,Tonna,village,51.6759783,-3.7708369
89056717,Merthyr Tudful,Merthyr Tydfil,town,51.7490624,-3.3786183
89075741,Llangynydd,Llangennith,village,51.6026045,-4.2737008
89075744,Llan-y-tair-Mair,Knelston,village,51.5812457,-4.2095016
92411556,Cynwyl Elfed,Cynwyl Elfed,village,51.9229202,-4.3668358
92503203,Rhuthun,Ruthin,hamlet,51.5076863,-3.4832653
94664537,Pentre Meurig,Pentre Meyrick,hamlet,51.4717114,-3.4887875
99775479,Cilâ Uchaf,Upper Killay,village,51.6134066,-4.0360928
102412171,Eweni,Ewenny,village,51.4842988,-3.5805487
104572576,Yr Wig,Wick,village,51.4391813,-3.5501049
113800629,Tregolwyn,Colwinston,village,51.4686854,-3.5234572
124291547,Penalun,Penally,village,51.6585759,-4.7236811
126545367,Trecastell,Trecastle,village,51.9506540,-3.6299858
127799645,Llanffa,Lampha,hamlet,51.4697436,-3.5509814
127811575,Llyswrny,Llysworney,village,51.4561963,-3.4948094
129955138,Y Porth,Porth,town,51.6124972,-3.4084092
174913456,Y Sili,Sully,village,51.4071656,-3.2143843
178281336,Llanmadog,Llanmadoc,village,51.6178888,-4.2502083
202741454,Doc Penfro,Pembroke Dock,town,51.6935390,-4.9392016
203628404,Trefdraeth,Newport / Trefdraeth,village,52.0169568,-4.8331430
206199239,Abergwaun,Fishguard,town,51.9938353,-4.9768100
206232079,Y Drenewydd,Newtown,town,52.5135785,-3.3143710
213016501,Y Crwys,Three Crosses,village,51.6279656,-4.0681917
221987226,Cegidfa,Guilsfield,village,52.6949048,-3.1520880
229421064,Pencraig,Old Radnor,hamlet,52.2247312,-3.1002924
231543616,Llanganna,Llangan,village,51.4875274,-3.5014814
240684917,Brychdyn,Broughton,village,53.1650183,-2.9875151
241397572,Porth Tywyn,Burry Port,town,51.6858178,-4.2502221
241397574,Pen-bre,Pembrey,village,51.6879012,-4.2796668
241397577,Cydweli,Kidwelly,town,51.7363873,-4.3062309
241397580,Glan y Fferi,Ferryside,village,51.7671929,-4.3685183
241911538,Treforys,Morriston,town,51.6700114,-3.9297630
246224315,Owrtyn,Overton,village,52.9698401,-2.9344704
246466544,Llandŵ,Llandow,village,51.4490050,-3.5222606
248358756,Coety,Coity,village,51.5212979,-3.5539979
248637040,Pentref Myfyrwyr Hendrefoelan,Hendrefoelan Student Village,hamlet,51.6233142,-4.0096825
255139019,Llanbedr Felffre,Lampeter Velfrey,village,51.7983239,-4.6748912
255242975,Maenorbŷr,Manorbier,village,51.6466802,-4.7955331
255304915,Rhaeadr Gwy,Rhayader,town,52.2997338,-3.5103077
256231141,Begeli,Begelly,village,51.7342113,-4.7291951
259371889,Mathri,Mathry,village,51.9461085,-5.0860790
259378467,Bentref Ogwr,Ogmore Village,village,51.4791735,-3.6106677
259480537,Trywn-y-gader,Carmel Head,locality,53.4073070,-4.5621907
260094853,Y Rhath,Roath,suburb,51.4918081,-3.1572614
260094978,Bae Caerdydd,Cardiff Bay,suburb,51.4631941,-3.1657657
260095112,Trelluest,Grangetown,suburb,51.4692959,-3.1859415
260095119,Treganna,Canton,suburb,51.4841021,-3.2036166
260095120,Llandaf,Llandaff,suburb,51.4941512,-3.2176131
260154248,Glan-Dŵr,Glandwr,village,51.9278674,-4.6321057
260245697,Trap,Trap,village,51.8530239,-3.9570840
260492891,Llangrallo,Coychurch,village,51.5043459,-3.5326161
260591288,Dresigin,Sigingstone,village,51.4346843,-3.4794196
260591305,Lanfaes,Llanmaes,village,51.4176213,-3.4672022
260756621,Blaenafon,Blaenavon,town,51.7728191,-3.0843833
261563359,Ystumllwynarth,Oystermouth,suburb,51.5750744,-4.0012641
261625659,Abercynffig,Aberkenfig,village,51.5410988,-3.5974384
262464686,Tonysguboriau,Talbot Green,village,51.5364126,-3.3867954
262473512,Pen-y-bont ar Ogwr,Bridgend,town,51.5049843,-3.5756674
262785017,Trefansel,Manselton,suburb,51.6399141,-3.9493986
265075512,Radur,Radyr,suburb,51.5204641,-3.2622312
266158561,Cynffig,Kenfig,village,51.5194781,-3.7264610
266489691,Ynys Sili,Sully Island,island,51.3957695,-3.1989385
268068032,Llanfihangel ym Mhenybont-ar-Ogwr,Llanmihangel,hamlet,51.4381354,-3.4675750
268225765,Yr Ystog,Churchstoke,village,52.5406077,-3.0730301
269901779,Eglwys Fair y Mynydd,St. Mary Hill,hamlet,51.4961744,-3.4991852
272781458,Y Bont-faen,Cowbridge,town,51.4625732,-3.4495003
272790884,Y Gurnos,Gurnos,village,51.7728394,-3.7769895
272840593,Y Coed Duon,Blackwood,town,51.6663189,-3.1974329
275672668,Croes Hiraeth,Hiraeth Cross,village,51.8582552,-4.6556904
277066304,Aberafan,Aberavon,suburb,51.5975089,-3.8114729
277066448,Llansawel,Briton Ferry,town,51.6360419,-3.8216718
282447993,Y Tymbl,Tumble,village,51.7862534,-4.1139501
286330891,Pen-hŵ,Penhow,hamlet,51.6150507,-2.8444829
286338156,Llanfair Is Coed,Llanvair-Discoed,village,51.6284750,-2.7974376
287105951,Sychdyn,Sychdyn,village,53.1883306,-3.1351322
287771457,Pentre Rhiwbeina,Rhiwbina Village,suburb,51.5233817,-3.2151825
287771519,Rhiwbeina,Rhiwbina,suburb,51.5294159,-3.2108480
287771796,Llanisien,Llanishen,suburb,51.5285078,-3.1911113
287772223,Draenen Pen-y-graig,Thornhill,suburb,51.5375845,-3.1968619
291319091,Llysfaen,Lisvane,suburb,51.5405317,-3.1783440
291885776,Eglwys Newydd,Whitchurch,suburb,51.5122825,-3.2201016
291889193,Sain Ffagan,Saint Fagans,suburb,51.4878247,-3.2696144
291896348,Gwen-fô,Wenvoe,village,51.4491468,-3.2655793
292024373,Ffynnon Taf,Taffs Well,village,51.5436397,-3.2644509
292073933,Ystum Taf,Llandaff North,suburb,51.5059824,-3.2302353
293342653,Castell Gwalchmai,Walwyn's Castle,hamlet,51.7609977,-5.0828741
293350467,Llanbedr Gwynllwg,Peterstone Wentlooge,hamlet,51.5155986,-3.0559976
293350729,Llansanffraid Gwynllŵg,Saint Bride's Wentlooge,hamlet,51.5339243,-3.0202552
293668794,Y Felinheli,Y Felinheli,village,53.1850692,-4.2057931
293701759,Tredegar Newydd,New Tredegar,village,51.7204263,-3.2406817
295893066,Trebefered,Boverton,village,51.4056665,-3.4623226
296060259,Facroes,Marcross,village,51.4120780,-3.5473296
296060334,Yr As Fawr,Monknash,village,51.4245955,-3.5549993
296060378,Frychdwn,Broughton,village,51.4273861,-3.5536918
296104896,Talacharn,Laugharne,town,51.7700350,-4.4647048
297481120,Llanfleiddan,Llanblethian,suburb,51.4554969,-3.4593427
297481297,Llandochau-Pen-Y-Bont,Llandough,village,51.4467027,-3.4471910
297913285,Einsiob,Evenjobb,hamlet,52.2540777,-3.0842757
298287850,Wrddymbre,Worthenbury,village,53.0098503,-2.8657416
298460157,Treforgan,Morganstown,suburb,51.5265550,-3.2632664
300860840,Casllwchwr,Loughor,town,51.6654032,-4.0677598
300861380,Llwchwr Uchaf,Upper Loughor,village,51.6641453,-4.0576860
302323532,Sir Fynwy,Monmouthshire,county,51.7501058,-2.8333331
302323700,Sir Benfro,Pembrokeshire,county,51.8339209,-4.9166670
302323873,Sir Ynys Môn,Sir Ynys Môn,county,53.2500000,-4.3333330
302324110,Gwent,Gwent,county,51.6666717,-3.0000070
302451133,Pontffranc,Franksbridge,hamlet,52.1969070,-3.2909296
304150008,Y Gabalfa,Gabalfa,suburb,51.5020508,-3.1998591
304150010,Maendy,Maindy,suburb,51.4990053,-3.1911902
306486264,Tredelerch,Rumney,suburb,51.5077197,-3.1280845
306486303,Llanrhymni,Llanrumney,suburb,51.5173292,-3.1245655
308735385,Tyndyrn,Tintern,village,51.6985942,-2.6810135
310089009,Y Pîl,Pyle,town,51.5289416,-3.6937837
310089053,Mynydd Cynffig,Kenfig Hill,village,51.5329738,-3.6777110
311542201,Llandudwg,Tythegston,village,51.4970611,-3.6480671
313176983,Cwrtcolman,Court Colman,hamlet,51.5248240,-3.6116897
315038255,Wrecsam,Wrexham,town,53.0465068,-2.9938137
319290498,Llangatwg,Llangattock,village,51.8520145,-3.1472084
319962039,Trelales,Laleston,village,51.5061712,-3.6211662
322532324,Ynys Dysilio,Ynys Dysilio,island,53.2226466,-4.1713644
322667702,Cyncoed,Kincoed,hamlet,51.7451681,-2.8235506
322941508,Ynys Seiriol,Puffin Island,island,53.3188157,-4.0268467
324768695,Pont-rhydbont,Four Mile Bridge,village,53.2729664,-4.5838159
325896300,Aberdaugleddau,Milford Haven,town,51.7117492,-5.0293161
331572469,Llandrillo yn Rhos,Llandrillo yn Rhos,suburb,53.3129676,-3.7439749
331573235,Bae Penrhyn,Penrhyn Bay,suburb,53.3158837,-3.7695532
331960920,Llannerch Banna,Penley,village,52.9522351,-2.8661034
336513366,Wdig,Goodwick,village,52.0044370,-4.9960186
340244098,Y Ro-wen,Rowen,village,53.2306785,-3.8636273
340367643,Y Mwynglawdd,Minera,village,53.0595773,-3.0847218
340482701,Allt-yr-ynn,Allt-Yr-Yn,suburb,51.5941188,-3.0115741
340512519,Marchwiail,Marchwiel,village,53.0229610,-2.9599909
346184917,Pendeulwyn,Pendoylan,village,51.4807652,-3.3545686
346194667,Waunadda,Adamsdown,suburb,51.4840190,-3.1589533
347557384,Parc Ynni Baglan,Baglan Energy Park,suburb,51.6153776,-3.8172548
359146810,Trecelyn,Newbridge,town,51.6653714,-3.1442293
359405539,Crymlyn,Crumlin,village,51.6781517,-3.1404356
376902502,Rhisga,Risca,town,51.6119541,-3.0964817
376906928,Pont-y-meistr,Pontymister,suburb,51.6012183,-3.0872207
411299002,Aberogwr,Ogmore-by-Sea,village,51.4639630,-3.6338591
429585460,Glangrwyne,Glangrwyney,village,51.8413160,-3.1089184
438490998,Licswm,Lixwm,village,53.2332524,-3.2469249
442321520,Llai,Llay,village,53.0970796,-2.9994725
443844811,Sant Silian,St Julian's,suburb,51.6000642,-2.9735689
443853900,Maendy,Maindee,suburb,51.5922451,-2.9750110
448000441,Y Bers,Bersham,village,53.0359596,-3.0274608
448576206,Llanfihangel-yng-Ngheri,Ceri,village,52.5025395,-3.2573033
454664872,Llanddarog,Llanddarog,village,51.8276035,-4.1760138
454664873,Pontargothi,Pontargothi,village,51.8745973,-4.1707427
470285624,Llanfihangel-y-fedw,Michaelstone-y-Vedw,hamlet,51.5553811,-3.0959518
470505463,Glanrafon,Southsea,village,53.0597617,-3.0413199
471117361,Brynhyfryd,Summerhill,village,53.0759625,-3.0266301
471300529,Llyswyry,Liswerry,suburb,51.5817281,-2.9506311
486124324,Gallt Melyd,Meliden,village,53.3156884,-3.4110201
487435758,Tŷ-du,Rogerstone,suburb,51.5917070,-3.0546846
493217543,Aberpennar,Mountain Ash,town,51.6821033,-3.3764418
498477194,Aberdâr,Aberdare,town,51.7133530,-3.4455550
536613729,Porthllechog,Porthllechog,village,53.4218266,-4.3717094
536680306,Trerhondda,Ferndale,village,51.6604868,-3.4475628
536725510,Dwyrain Aberddawan,East Aberthaw,village,51.3911156,-3.3884501
567352894,Y Fali,Valley,town,53.2845182,-4.5619223
571622884,Narth,The Narth,village,51.7545219,-2.6917283
577409741,Llanwarw,Wonastow,village,51.7949411,-2.7484379
577419983,Llanfocha,Saint Maughan's,hamlet,51.8500422,-2.7815075
577419986,Llanfihangel Ystum Llywern,Llanvihangel Ystern Llewern,village,51.8220922,-2.8258391
577419988,Llangatwg Feibion Afel,Llangattock Vibon Avel,village,51.8361224,-2.7904339
577449435,Yr Eglwys Newydd ar y Cefn,Newchurch,village,51.6750352,-2.7935431
577449448,Trenewydd Dan-y-Gaer,Wolvesnewton,village,51.6923036,-2.7898095
577462690,Llancaeo,Llancayo,village,51.7240362,-2.9165521
577469280,Llangofen,Llangoven,hamlet,51.7476744,-2.7928797
577469281,Llanisien,Llanishen,village,51.7257754,-2.7645556
577630654,Llandyfái,Lamphey,village,51.6702464,-4.8706146
581044273,Llanilltud,Ilston,village,51.5935064,-4.0865154
582437694,Trefeca,Trefeca,hamlet,51.9817596,-3.2481884
582708641,Coedllai,Leeswood,village,53.1336963,-3.0936077
631978402,Pum Heol,Five Roads,village,51.7272261,-4.1883849
631978405,Dyffryn y Swisdir,Swiss Valley,suburb,51.7065297,-4.1389232
636114610,Gilfach,Gilfach,village,51.6792603,-3.2275163
656866634,Bangor Uchaf,Upper Bangor,suburb,53.2291210,-4.1339438
666397161,Y Faenol,Vaynol Hall,hamlet,53.2018325,-4.1914715
666422905,Cyffordd Llandudno,Llandudno Junction,town,53.2871333,-3.8105036
696777409,Tresimwn,Bonvilston,village,51.4585541,-3.3456616
701896060,Sain Hilari,St Hilary,village,51.4495805,-3.4162544
704497026,Meisgyn,Miskin,village,51.5194352,-3.3750410
718918555,Y Mynydd Bychan,Heath,suburb,51.5163371,-3.1870909
732629748,Mynydd Y Fflint,Flint Mountain,village,53.2234242,-3.1409622
734412517,Treorci,Treorchy,town,51.6610568,-3.5041501
734645099,Cymer,Cymer,village,51.6540599,-3.6461082
738885245,Caerdydd,Cardiff,city,51.4816546,-3.1791934
747184049,Y Rhws,Rhoose,village,51.3901640,-3.3466416
747882910,Porth-y-felin,Porth-y-felin,suburb,53.3168234,-4.6418505
767104585,Y Farteg,Varteg,village,51.7469643,-3.0635092
774077245,Bae Cinmel,Kinmel Bay,town,53.3119503,-3.5167389
796744978,Y Glôg,Glogue,village,51.9621865,-4.5969665
801089697,Llanelen,Llanellen,village,51.7934245,-3.0108561
824173049,Llwyncelyn,Holly Bush,hamlet,51.7221559,-3.2094720
835264867,Melin-cwrt,Melincourt,village,51.7039700,-3.7080557
838828180,Y Clun,Clyne,village,51.6944021,-3.7316056
840266915,Landimôr,Landimore,hamlet,51.6148671,-4.2175160
841332102,Abaty Nedd,Neath Abbey,village,51.6625571,-3.8289019
841332434,Llangatwg,Cadoxton-juxta-Neath,village,51.6728535,-3.8006824
841332938,Y Betws,Betws,village,51.7884480,-3.9837693
883397380,Gellifedw,Birchgrove,suburb,51.6678018,-3.8718654
942482994,Trawscoed,Crosswood,hamlet,52.3358666,-3.9596421
969146240,Pontfaen,Forge,hamlet,52.5840076,-3.8271432
973786551,Llansanwyr,,hamlet,51.4870220,-3.4516152
974416897,Llanddunwyd,Llanddunwyd,hamlet,51.4761710,-3.4003662
1013743468,Llanfihangel-y-pwll,Michaelston-le-Pit,village,51.4491007,-3.2221505
1013759616,Y Tyllgoed,Fairwater,suburb,51.4942745,-3.2395107
1034489446,Trebannws,Trebanos,village,51.7094608,-3.8658587
1130815599,Goetre,Goytre,suburb,51.5925333,-3.7546135
1154527045,Sain Nicolas,St. Nicholas,village,51.4607189,-3.3113264
1195328027,Croes Hendre,Hendre Cross,hamlet,51.8989923,-5.1464310
1205879955,Y Sgwar,Square and Compass,hamlet,51.9388248,-5.1229086
1239072419,Derwen-Gam,Oakford,hamlet,52.1983307,-4.2664011
1246721663,Ardd-lin,Arddleen,village,52.7349073,-3.0996176
1249882025,Llan San Siôr,St. George,village,53.2690301,-3.5399752
1250624128,Brynaman,Brynamman,town,51.8121781,-3.8677246
1280180184,Aber-miwl,Abermule,village,52.5453049,-3.2342091
1330789524,Tretwr,Tretower,village,51.8850214,-3.1830966
1347774961,Y Groes,Crossgates,village,52.2752864,-3.3372833
1359387139,Blaendulais,Blaendulais / Seven Sisters,village,51.7670902,-3.7127848
1382849428,Hwlffordd,Haverfordwest,town,51.8023297,-4.9651074
1472209764,Hen Golwyn,Old Colwyn,village,53.2885433,-3.7015251
1523001471,Y Rhiw,Rhiw,hamlet,52.8188954,-4.6329698
1673482184,Pont-iets,Pont-iets,village,51.7543908,-4.2186556
1781538922,Evencoed,Evancoyd,hamlet,52.2607237,-3.0844771
1839656909,Bwras,Borras,suburb,53.0639534,-2.9733095
1983894019,Brynffordd,Brynford,village,53.2610149,-3.2326659
2146961206,Llanddewi-yn-Heiob,Heyope,hamlet,52.3632283,-3.1168613
2149296784,Cwmclydach,Clydach Vale,village,51.6272458,-3.4701058
2194272894,Llywdcoed,Llwydcoed,village,51.7338361,-3.4594378
2194272895,Pen-y-waun,Penywaun,village,51.7308006,-3.4846295
2195153834,Pont-Siân,Pontsian,village,52.0915015,-4.2806820
2374402134,Llansoi,Llansoy,village,51.7197707,-2.8078443
2610366036,Cefn Llanfadog,,locality,52.2761538,-3.5711115
2642288017,Cymru,Wales,state,52.2928116,-3.7389300
2666032941,Tryfan Fach,Tryfan Fach,locality,53.1210085,-3.9876537
2672668374,Blaenau,Blaina,town,51.7645432,-3.1602994
3057266414,Pentywyn,Pendine,village,51.7450428,-4.5581740
3128124423,Tretomos,Trethomas,village,51.5917210,-3.1840986
3131800748,Aberllynfi,Three Cocks,village,52.0294715,-3.2097265
3154956341,Trwyn Abermenai,Abermenai Point,locality,53.1276132,-4.3283184
3246923964,Pont Henllan,Pont Henllan,isolated_dwelling,52.0350981,-4.3993231
3247492347,Dyffryn March,Dyffryn March,isolated_dwelling,52.0718327,-4.2971073
3255254271,Tref Newydd,New Town,neighbourhood,52.0869760,-4.6555970
3497058772,Ynys Tudwal Fawr,Ynys Tudwal Fawr,island,52.7987357,-4.4708555
3712052604,Tyddewi,St David's,city,51.8812610,-5.2662303
3728054728,Tremarchog,St. Nicholas,hamlet,51.9793637,-5.0570989
3740184076,Clunderwen,Clynderwen,village,51.8416442,-4.7291822
3740477985,Bronybuckley,Bronybuckley,suburb,52.6624799,-3.1522501
3743148375,Dinorwic,Dinorwig,village,53.1345407,-4.1126575
3746052742,Tŷ’n-y-coed-cae,Waterloo,hamlet,51.5868946,-3.1625022
3803728080,Aber-bîg,Aberbeeg,village,51.7111570,-3.1455257
